Time,x
0.0,0.6012
0.1,0.6024024
0.2,0.6036072048
0.30000000000000004,0.6048144192096
0.4,0.6060240480480192
0.5,0.6072360961441152
0.6,0.6084505683364034
0.7,0.6096674694730763
0.7999999999999999,0.6108868044120224
0.8999999999999999,0.6121085780208464
0.9999999999999999,0.6133327951768881
1.0999999999999999,0.6145594607672419
1.2,0.6157885796887763
1.3,0.6170201568481539
1.4000000000000001,0.6182541971618503
1.5000000000000002,0.6194907055561739
1.6000000000000003,0.6207296869672863
1.7000000000000004,0.6219711463412209
1.8000000000000005,0.6232150886339033
1.9000000000000006,0.6244615188111711
2.0000000000000004,0.6257104418487934
2.1000000000000005,0.626961862732491
2.2000000000000006,0.628215786457956
2.3000000000000007,0.6294722180308718
2.400000000000001,0.6307311624669336
2.500000000000001,0.6319926247918675
2.600000000000001,0.6332566100414512
2.700000000000001,0.634523123261534
2.800000000000001,0.6357921695080571
2.9000000000000012,0.6370637538470731
3.0000000000000013,0.6383378813547673
3.1000000000000014,0.6396145571174768
3.2000000000000015,0.6408937862317118
3.3000000000000016,0.6421755738041752
3.4000000000000017,0.6434599249517836
3.5000000000000018,0.6447468448016872
3.600000000000002,0.6460363384912906
3.700000000000002,0.6473284111682732
3.800000000000002,0.6486230679906098
3.900000000000002,0.649920314126591
4.000000000000002,0.6512201547548442
4.100000000000001,0.6525225950643538
4.200000000000001,0.6538276402544826
4.300000000000001,0.6551352955349915
4.4,0.6564455661260615
4.5,0.6577584572583136
4.6,0.6590739741728302
4.699999999999999,0.6603921221211758
4.799999999999999,0.6617129063654181
4.899999999999999,0.663036332178149
4.999999999999998,0.6643624048425052
5.099999999999998,0.6656911296521902
5.1999999999999975,0.6670225119114946
5.299999999999997,0.6683565569353176
5.399999999999997,0.6696932700491882
5.4999999999999964,0.6710326565892866
5.599999999999996,0.6723747219024652
5.699999999999996,0.6737194713462701
5.799999999999995,0.6750669102889626
5.899999999999995,0.6764170441095405
5.999999999999995,0.6777698781977596
6.099999999999994,0.6791254179541552
6.199999999999994,0.6804836687900635
6.299999999999994,0.6818446361276437
6.399999999999993,0.683208325399899
6.499999999999993,0.6845747420506988
6.5999999999999925,0.6859438915348002
6.699999999999992,0.6873157793178698
6.799999999999992,0.6886904108765055
6.8999999999999915,0.6900677916982585
6.999999999999991,0.691447927281655
7.099999999999991,0.6928308231362184
7.19999999999999,0.6942164847824908
7.29999999999999,0.6956049177520558
7.39999999999999,0.6969961275875599
7.499999999999989,0.698390119842735
7.599999999999989,0.6997869000824205
7.699999999999989,0.7011864738825854
7.799999999999988,0.7025888468303505
7.899999999999988,0.7039940245240112
7.999999999999988,0.7054020125730592
8.099999999999987,0.7068128165982054
8.199999999999987,0.7082264422314017
8.299999999999986,0.7096428951158645
8.399999999999986,0.7110621809060963
8.499999999999986,0.7124843052679085
8.599999999999985,0.7139092738784444
8.699999999999985,0.7153370924262012
8.799999999999985,0.7167677666110537
8.899999999999984,0.7182013021442758
8.999999999999984,0.7196377047485644
9.099999999999984,0.7210769801580615
